test_subject,feature,training_mean,training_std
SC401,prev1_spectral_entropy,4.312673575441839,0.7139643483174012
SC401,prev1_dominant_frequency,0.7252996575342465,0.8323065007867051
SC401,prev1_sef90,7.128125,4.132893004237477
SC401,prev1_delta_theta_ratio,10.35347251925968,8.939567045125374
SC401,prev1_alpha_theta_ratio,0.37771073749816514,0.36639042098144653
SC401,prev1_sigma_theta_ratio,0.26903369206438926,0.30714073876490156
SC401,current_delta,0.7607220563907416,0.14395004754700955
SC401,current_theta,0.11650554010512708,0.06898732160224215
SC401,current_alpha,0.04530565016099626,0.05492300110238512
SC401,current_sigma,0.02880761099602036,0.034124659726638217
SC401,current_beta,0.026132792651194125,0.032118247004730045
SC401,current_rms,1.719479232554016e-05,9.42401783630499e-06
SC401,current_std,1.7178514373412598e-05,9.427792630343967e-06
SC401,current_peak_to_peak,0.00012807345928041443,5.818508523064169e-05
SC401,current_zero_crossing_rate,0.11048316210045658,0.04546478819674982
SC401,current_spectral_entropy,4.3124633388003035,0.7137404491585977
SC401,current_dominant_frequency,0.7254280821917808,0.8323295932331287
SC401,current_sef90,7.12791095890411,4.13342147171101
SC401,current_delta_theta_ratio,10.354033440454005,8.936723421361794
SC401,current_alpha_theta_ratio,0.37768477388627547,0.366382490023662
SC401,current_sigma_theta_ratio,0.2690926465896118,0.3071454325143334
SC402,prev2_delta,0.7698746016540609,0.13680196255471627
SC402,prev2_theta,0.114888420369967,0.0660287971892491
SC402,prev2_alpha,0.04194841999752,0.05065696593223322
SC402,prev2_sigma,0.026875020752702355,0.03211039856669591
SC402,prev2_beta,0.02382215053023665,0.03003535693333427
SC402,prev2_rms,1.7474285457827422e-05,9.424969971349653e-06
SC402,prev2_std,1.7449057601725454e-05,9.433582590222153e-06
SC402,prev2_peak_to_peak,0.00013022745144960945,5.778878236910087e-05
SC402,prev2_zero_crossing_rate,0.10489960574486058,0.04357840829290762
SC402,prev2_spectral_entropy,4.317176682108742,0.6867172644657591
SC402,prev2_dominant_frequency,0.7645381582652774,0.8078648427569235
SC402,prev2_sef90,6.846170092931569,3.8828643810350543
SC402,prev2_delta_theta_ratio,10.39683621033739,9.110469824776136
SC402,prev2_alpha_theta_ratio,0.35600052239027047,0.33783305918186046
SC402,prev2_sigma_theta_ratio,0.24930392161259704,0.2870901139937063
SC402,prev1_delta,0.7699052424160605,0.13679443646730563
SC402,prev1_theta,0.11487530106256838,0.0660318054184473
SC402,prev1_alpha,0.041944189156358794,0.05065850339028061
SC402,prev1_sigma,0.026872325092442053,0.032111154627648734
SC402,prev1_beta,0.02381327059770172,0.03002758222210561
SC402,prev1_rms,1.7479962022778625e-05,9.428119198939195e-06
SC402,prev1_std,1.745472963104384e-05,9.436733409968913e-06
SC402,prev1_peak_to_peak,0.00013027780906783523,5.785617920158843e-05
SC402,prev1_zero_crossing_rate,0.1048727119121374,0.04350755231332187
SC402,prev1_spectral_entropy,4.316968108638854,0.6864287829940783
SC402,prev1_dominant_frequency,0.7642565474514221,0.8077718030574913
SC402,prev1_sef90,6.844410025344973,3.8811164361036306
SC402,prev1_delta_theta_ratio,10.398092663243286,9.109288654169886
SC402,prev1_alpha_theta_ratio,0.3560208893721162,0.33787300095815104
SC402,prev1_sigma_theta_ratio,0.24931825916230918,0.28710607031069807
SC402,current_delta,0.76993599525595,0.13679436591206262
SC402,current_theta,0.1148552867841745,0.06603007797108722
SC402,current_alpha,0.041939991991561114,0.05066013159154427
SC402,current_sigma,0.02687179997364828,0.03211155924536878
SC402,current_beta,0.023812321664723926,0.030040165110364614
SC402,current_rms,1.748712648884015e-05,9.44167120180208e-06
SC402,current_std,1.7461909604490092e-05,9.45030365466608e-06
SC402,current_peak_to_peak,0.0001302960605431974,5.789840952034341e-05
SC402,current_zero_crossing_rate,0.10484699145780528,0.0434524319544063
SC402,current_spectral_entropy,4.316612919945228,0.6866547535305969
SC402,current_dominant_frequency,0.7643621515066179,0.8077862761090985
SC402,current_sef90,6.843952407772458,3.8817930813650308
SC402,current_delta_theta_ratio,10.40076112421853,9.115434663099226
SC402,current_alpha_theta_ratio,0.35600611141851873,0.3378563253665884
SC402,current_sigma_theta_ratio,0.24935964258135432,0.2871149440052621
SC403,prev2_delta,0.7811780641690818,0.13611474603447776
SC403,prev2_theta,0.1129340158642511,0.06655475332807674
SC403,prev2_alpha,0.03899039814119503,0.04979151535733736
SC403,prev2_sigma,0.023222037709871187,0.02727437062455431
SC403,prev2_beta,0.021286200283250366,0.02802405881664812
SC403,prev2_rms,1.742289771196606e-05,9.423007879281435e-06
SC403,prev2_std,1.740360334656978e-05,9.427490246605601e-06
SC403,prev2_peak_to_peak,0.00012992885580695551,5.75550923527499e-05
SC403,prev2_zero_crossing_rate,0.09951214866434376,0.042246268200074044
SC403,prev2_spectral_entropy,4.252088640159415,0.6906041185914
SC403,prev2_dominant_frequency,0.7713588850174216,0.80872362849504
SC403,prev2_sef90,6.372578397212544,3.6571621704181516
SC403,prev2_delta_theta_ratio,10.956171305189436,9.75786964374708
SC403,prev2_alpha_theta_ratio,0.33136365039577775,0.32396294888988325
SC403,prev2_sigma_theta_ratio,0.21134849839548356,0.22001591498072273
SC403,prev1_delta,0.7811893995402793,0.13608985771607918
SC403,prev1_theta,0.11293036450118196,0.06655016402882749
SC403,prev1_alpha,0.03898827463401738,0.04979171840322828
SC403,prev1_sigma,0.023220397192060264,0.027274254377396296
SC403,prev1_beta,0.02128024556723116,0.02801471477244579
SC403,prev1_rms,1.7426806499559338e-05,9.426733413594112e-06
SC403,prev1_std,1.740750949869079e-05,9.431215416129001e-06
SC403,prev1_peak_to_peak,0.00012996973588081122,5.762430445573454e-05
SC403,prev1_zero_crossing_rate,0.09949389082462251,0.04217724149160235
SC403,prev1_spectral_entropy,4.252043409000315,0.6901663660701413
SC403,prev1_dominant_frequency,0.7711846689895471,0.8086474138053855
SC403,prev1_sef90,6.371254355400697,3.654770946391638
SC403,prev1_delta_theta_ratio,10.953352719052988,9.751185363738239
SC403,prev1_alpha_theta_ratio,0.3313855097453438,0.3240049224157762
SC403,prev1_sigma_theta_ratio,0.21136270515678623,0.2200390741267091
SC403,current_delta,0.7812120835057179,0.13608462476018762
SC403,current_theta,0.112910812584096,0.06654765008146357
SC403,current_alpha,0.03898580931216091,0.04979250891133058
SC403,current_sigma,0.023220821971973057,0.027274325461187295
SC403,current_beta,0.021282042583158738,0.028029098747739543
SC403,current_rms,1.743375519463973e-05,9.440205329402153e-06
SC403,current_std,1.7414472895902002e-05,9.44470634294544e-06
SC403,current_peak_to_peak,0.00012998288838684174,5.767002273354259e-05
SC403,current_zero_crossing_rate,0.0994655052264808,0.04211620722647651
SC403,current_spectral_entropy,4.251683561612312,0.690354838905933
SC403,current_dominant_frequency,0.7712891986062718,0.8086608284719886
SC403,current_sef90,6.371010452961673,3.6553737242029
SC403,current_delta_theta_ratio,10.955865533121452,9.756736920721723
SC403,current_alpha_theta_ratio,0.33138824706775927,0.3239809669097556
SC403,current_sigma_theta_ratio,0.21141359822389488,0.22005462838464387
SC404,prev2_delta,0.7947375601250453,0.12945225479564143
SC404,prev2_theta,0.10817048973023428,0.06589563599128447
SC404,prev2_alpha,0.03533007404277953,0.049478369229995184
SC404,prev2_sigma,0.02126494762780689,0.024664548869276427
SC404,prev2_beta,0.01871819509865441,0.024521524288858346
SC404,prev2_rms,1.7267784836453425e-05,9.218298180493594e-06
SC404,prev2_std,1.7241959241410712e-05,9.227000074245824e-06
SC404,prev2_peak_to_peak,0.00012840911073832884,5.6024613992901766e-05
SC404,prev2_zero_crossing_rate,0.09614238730895722,0.04017048441948068
SC404,prev2_spectral_entropy,4.213029055634102,0.6522218011408051
SC404,prev2_dominant_frequency,0.7913160185722576,0.8220581964674216
SC404,prev2_sef90,5.929556006964597,3.1669618382709896
SC404,prev2_delta_theta_ratio,11.492626520245091,9.725240048472848
SC404,prev2_alpha_theta_ratio,0.3140156187937836,0.3283340138836731
SC404,prev2_sigma_theta_ratio,0.21265581767998282,0.23817105631365307
SC404,prev1_delta,0.7947433725869424,0.1294284135775372
SC404,prev1_theta,0.10816462860320303,0.06589189673866315
SC404,prev1_alpha,0.035329674028352936,0.049478264096653596
SC404,prev1_sigma,0.02126602402653107,0.02466401718086371
SC404,prev1_beta,0.01871911083700396,0.024517216931627558
SC404,prev1_rms,1.7271297720026795e-05,9.221925153165355e-06
SC404,prev1_std,1.7245468028171955e-05,9.230622416875996e-06
SC404,prev1_peak_to_peak,0.00012843926943305515,5.608942267473395e-05
SC404,prev1_zero_crossing_rate,0.09612076804023986,0.040095222025873525
SC404,prev1_spectral_entropy,4.213040131125948,0.6517681929789049
SC404,prev1_dominant_frequency,0.791134648868253,0.8219845421810887
SC404,prev1_sef90,5.9290118978525825,3.1644843484456895
SC404,prev1_delta_theta_ratio,11.490008065041714,9.718464039121045
SC404,prev1_alpha_theta_ratio,0.31405779024564145,0.3283743166214367
SC404,prev1_sigma_theta_ratio,0.2126972256807561,0.23818742640222415
SC404,current_delta,0.7947518447387631,0.12942230214271083
SC404,current_theta,0.10815271317812036,0.06589193948095955
SC404,current_alpha,0.03532839110898405,0.04947849311202389
SC404,current_sigma,0.021268211370280055,0.024663361495375208
SC404,current_beta,0.018725574361075976,0.02453656242740353
SC404,current_rms,1.7274393352813125e-05,9.22826978014762e-06
SC404,current_std,1.724858264929773e-05,9.236989349217679e-06
SC404,current_peak_to_peak,0.00012843907037371507,5.6105042527797106e-05
SC404,current_zero_crossing_rate,0.09611714064615975,0.040048004630983174
SC404,current_spectral_entropy,4.212774721132193,0.6519631615553488
SC404,current_dominant_frequency,0.7912434706906558,0.8219956393742136
SC404,current_sef90,5.929084445734184,3.165159442179909
SC404,current_delta_theta_ratio,11.492178675865468,9.724389018880707
SC404,current_alpha_theta_ratio,0.31406090857472924,0.32834898587239686
SC404,current_sigma_theta_ratio,0.21275945159407653,0.23819657631127447
SC405,prev2_delta,0.7851684775947516,0.12696324389265828
SC405,prev2_theta,0.10980152855280405,0.06430444636389616
SC405,prev2_alpha,0.03452025194645811,0.03165725469486686
SC405,prev2_sigma,0.02581649106235326,0.03133576416732206
SC405,prev2_beta,0.02286532826451057,0.029404190710462786
SC405,prev2_rms,1.655344728046842e-05,9.045969357313484e-06
SC405,prev2_std,1.6533059704603246e-05,9.052667362196386e-06
SC405,prev2_peak_to_peak,0.00012438850624296182,5.592583501847722e-05
SC405,prev2_zero_crossing_rate,0.10219932930918843,0.04327289514488531
SC405,prev2_spectral_entropy,4.258125397617243,0.6863925163991198
SC405,prev2_dominant_frequency,0.7348423876592891,0.6381504572944298
SC405,prev2_sef90,6.556773977196513,3.840966405630995
SC405,prev2_delta_theta_ratio,11.051322049891501,9.452382912418845
SC405,prev2_alpha_theta_ratio,0.30962041209523816,0.22007363814524183
SC405,prev2_sigma_theta_ratio,0.24825931971631973,0.28248091980249884
SC405,prev1_delta,0.7851881153139149,0.1269421935676956
SC405,prev1_theta,0.10979283319861859,0.06430191798238374
SC405,prev1_alpha,0.034517789135405,0.031657542520195044
SC405,prev1_sigma,0.025814322965873025,0.03133616937864406
SC405,prev1_beta,0.022858592535228747,0.029396141967833214
SC405,prev1_rms,1.655698917135192e-05,9.049351172285962e-06
SC405,prev1_std,1.6536599619641244e-05,9.056049012083757e-06
SC405,prev1_peak_to_peak,0.00012442346874078146,5.598760270790565e-05
SC405,prev1_zero_crossing_rate,0.10217335121842162,0.0432045765445898
SC405,prev1_spectral_entropy,4.258013581227484,0.6859840933905714
SC405,prev1_dominant_frequency,0.7346747149564051,0.6380479001702727
SC405,prev1_sef90,6.55533199195171,3.838931635651904
SC405,prev1_delta_theta_ratio,11.049402887999534,9.445758063301747
SC405,prev1_alpha_theta_ratio,0.309650855808127,0.22013350522265687
SC405,prev1_sigma_theta_ratio,0.24827051277771905,0.2824981253999955
SC405,current_delta,0.7852176670662036,0.12694032383879914
SC405,current_theta,0.10976912350162611,0.06430168774511066
SC405,current_alpha,0.03451641546358793,0.03165776507017437
SC405,current_sigma,0.025814501741341592,0.031336346388340375
SC405,current_beta,0.022858881073363497,0.029409446736062075
SC405,current_rms,1.656293960189191e-05,9.061706313926881e-06
SC405,current_std,1.6542556132286735e-05,9.06840601526127e-06
SC405,current_peak_to_peak,0.00012443327651702788,5.6023954441513124e-05
SC405,current_zero_crossing_rate,0.10214804381846632,0.04315318212230324
SC405,current_spectral_entropy,4.2575750604196205,0.6862648322169217
SC405,current_dominant_frequency,0.7346747149564051,0.6380479001702727
SC405,current_sef90,6.554929577464788,3.83960788656457
SC405,current_delta_theta_ratio,11.053416213079,9.452650604537972
SC405,current_alpha_theta_ratio,0.3097145338169096,0.2201317545793111
SC405,current_sigma_theta_ratio,0.248321643206664,0.28250206192192473
